word,base
Eucharystycznego,eucharystyczny
odbył,odbyć
kanadyjskim,kanadyjski
Quebecu,Quebec
życie,żyć
świata,świat
Prowadzący,prowadzić
przypominali,przypominać
przyjmując,przyjmować
Eucharystię,eucharystia
karmimy,karmić
Ciałem,ciało
Chrystusa,Chrystus
przemieniamy,przemieniać
Chrystusa,Chrystus
rozważając,rozważać
tę,ten
tajemnicę,tajemnica
Traktacie,traktat
Ewangelii,Ewangelia
Janowej,janowy
mógł,móc
Cieszmy,ciesać
składajmy,składać
stali,stać
śmy,być
chrześcijanami,chrześcijanin
stali,stać
śmy,być
samym,sam
Chrystusem,Chrystus
Żydzi,Żyd
szemrali,szemrać
Jezusowi,Jezus
rozumieli,rozumieć
mówił,mówić
jest,być
chlebem,chleb
zstąpił,zstąpić
nieba,niebo
Znali,znać
Jego,on
ojca,ojciec
matkę,matka
mógł,móc
nieba,niebo
jest,być
stanie,stan
jest,być
Jezusie,Jezus
chodzi,chodzić
żadnych,żaden
wątpliwości,wątpliwość
pytań,pytanie
Apostołowie,apostoł
je,on
mieli,mieć
Ważne,ważny
jest,być
szuka,szukać
odpowiedzi,odpowiedź
czym,co
kim,kto
idzie,iść
drogą,droga
tego,ten
świata,świat
uczniami,uczeń
Boga,bóg
Ojcu,ojciec
Droga,drogi
świata,świat
mówi,mówić
może,móc
Bogiem,bóg
był,być
człowiekiem,człowiek
niezwykłym,niezwykły
jest,być
Niego,on
Niego,on
jest,być
może,móc
więcej,dużo
jest,być
sobie,siebie
Boga,bóg
modlitwy,modlitwa
sakramentów,sakrament
świątyni,świątynia
Pozostaje,pozostawać
niepokoju,niepokój
wątpliwości,wątpliwość
które,który
próbuje,próbować
agresją,agresja
ironią,ironia
kłamstwem,kłamstwo
szemrania,szemranie
szuka,szukać
sprzymierzeńców,sprzymierzeniec
nowych,nowy
wyznawców,wyznawca
głośnego,głośny
sprzeciwu,sprzeciw
Jezusa,Jezus
którą,który
idzie,iść
Boga,bóg
polega,polegać
zaufaniu,zaufanie
mówi,mówić
prawdę,prawda
polega,polegać
tym,to
ma,mieć
matematyczną,matematyczny
potrzebuje,potrzebować
świata,świat
droga,drogi
ucznia,uczeń
Obydwie,obydwa
drogi,droga
są,być
możliwe,możliwy
świadomego,świadomy
wyboru,wybór
wiedząc,wiedzieć
jakie,jaki
są,być
tego,ten
wyboru,wybór
konsekwencje,konsekwencja
miał,mieć
sławnego,sławny
bibliotekarza,bibliotekarz
doradcę,doradca
Pewnego,pewien
razu,raz
zapytał,zapytać
go,on
Powiedz,powiedzieć
mi,ja
jest,być
odpowiada,odpowiadać
najpotężniejszy,potężny
najdoskonalszy,doskonały
nieba,niebo
ziemi,Ziemia
królami,król
pyta,pytać
dalej,daleko
wolał,woleć
tego,ten
Boga,bóg
grzechem,Grzech
śmiertelnym,śmiertelny
trądem,trąd
odpowiada,odpowiadać
Wolał,woleć
grzechów,grzech
śmiertelnych,śmiertelny
tą,ten
straszną,straszny
chorobą,choroba
powodem,powód
grzechu,grzech
jednego,jeden
tych,ten
małych,mały
którzy,który
wierzą,wierzyć
ternu,terno
było,być
lepiej,dobrze
szyi,szyja
go,on
Ta,ten
straszna,straszny
Jezusa,Jezus
odnosi,odnosić
wielu,wiele
ludzi,człowiek
Podobne,podobny
słowa,słowo
wypowiedział,wypowiedzieć
Judasza,judasz
grozi,grozić
tym,to
którzy,który
są,być
powodem,powód
grzechu,grzech
niewinnych,niewinny
ludzi,człowiek
ciągną,ciągnąć
dusze,dusza
zatracenie,zatracić
Krzywdy,Krzywda
te,ten
wyrządzają,wyrządzać
słowem,słowo
całym,cały
zachowaniem,zachowanie
takich,taki
zabójców,zabójca
woła,wołać
temu,to
kogo,kto
przychodzi,przychodzić
Najstraszniejsze,straszny
jest,być
boimy,bać
tych,ten
strasznych,straszny
słów,słowo
znaczy,znaczyć
powodem,powód
grzechu,grzech
drugiego,drugi
człowieka,człowiek
grzeszną,grzeszny
powodem,powód
cudzego,cudzy
grzechu,grzech
znaczy,znaczyć
odpowiedzialnym,odpowiedzialny
cudza,cudzy
niewiarę,niewiara
Istnieje,istnieć
cała,cały
zwana,zwać
dziewięcioma,dziewięć
grzechami,grzech
cudzymi,cudzy
grzechu,grzech
cudzym,cudzy
grzechu,grzech
cudzego,cudzy
grzechu,grzech
grzechu,grzech
bronie,brona
cudzego,cudzy
grzechu,grzech
Te,ten
cudze,cudzy
grzechy,grzech
są,być
naszymi,nasz
jesteśmy,być
odpowiedzialni,odpowiedzialny
potępienie,potępić
naszych,nasz
braci,brat
myślimy,myśleć
tym,to
jesteśmy,być
winni,winny
wielu,wiele
grzechów,Grzech
popełnionych,popełnić
innych,inny
Możliwe,możliwy
niektórym,niektóry
was,wy
znana,znać
jest,być
Mata,mat
Urodził,urodzić
wielodzietnej,wielodzietny
biednej,biedny
rodzinie,rodzina
domu,dom
sprawiła,sprawić
musiał,musieć
pracę,praca
zatrudnił,zatrudnić
porcie,port
Został,zostać
dokerem,doker
Nosił,nosić
ciężkie,ciężki
skrzynie,skrzynia
worki,worek
inne,inny
ładunki,ładunek
Pracując,pracować
ludzi,człowiek
starszych,stary
popadł,popaść
ich,on
przyzwyczajenia,przyzwyczajenie
Zaczął,zacząć
Został,zostać
śmy,być
powiedzieli,powiedzieć
słuchając,słuchać
słów,słowo
dzisiejszej,dzisiejszy
Ewangelii,Ewangelia
zgorszony,zgorszyć
starszych,stary
Oni,on
zaciągnęli,zaciągnąć
niego,on
którym,który
przestrzega,przestrzegać
nas,my
Te,ten
zabójcze,zabójczy
młodego,młody
człowieka,człowiek
używki,używka
zaczęły,zacząć
mu,on
Opuszczał,opuszczać
pracę,praca
przychodził,przychodzić
pracował,pracować
miał,mieć
sił,siła
końcu,koniec
zwolniono,zwolnić
go,on
portu,port
miał,mieć
pieniędzy,pieniądz
dniu,dzień
wypłaty,wypłata
przyszedł,przyjść
bramę,brama
stoczni,stocznia
swoich,swój
byłych,były
kolegów,kolega
żebrał,żebrać
papierosy,papieros
Mijali,mijać
go,on
Wezbrał,wezbrać
nim,on
Postanowił,postanowić
nałogu,nałóg
opuszczały,opuszczać
go,on
siły,siła
szedł,iść
kościoła,kościół
leżąc,leżeć
posadzce,posadzka
Najświętszym,święty
Sakramentem,sakrament
prosił,prosić
siły,siła
wytrwania,wytrwać
długiej,długi
walce,walka
bolesnej,bolesny
uwolnił,uwolnić
nałogu,nałóg
jest,być
kandydatem,kandydat
świętego,święty
podjęli,podjąć
ście,być
uwolnienia,uwolnić
złych,zły
przyzwyczajeń,przyzwyczajenie
wiecie,wiedzieć
jakie,jaki
bolesne,bolesny
takim,taki
sposobie,sposób
walki,walka
ze,z
swoim,swój
ciałem,ciało
jego,on
nawykami,nawyk
myślał,myśleć
mówiąc,mówić
konieczności,konieczność
wysiłku,wysiłek
zdobywaniu,zdobywać
prawa,prawo
wejścia,wejść
nieba,niebo
Pomyślmy,pomyśleć
tym,to
może,móc
nasze,nasz
oczy,oko
są,być
chore,chory
złe,zły
patrzą,patrzeć
rzeczy,rzecz
złe,zły
które,który
wsiąkają,wsiąkać
nas,my
nasze,nasz
ręce,ręka
są,być
chciwe,chciwy
posiadania,posiadać
rzeczy,rzecz
cudzych,cudzy
chore,chory
są,być
nasze,nasz
języki,język
wypowiadają,wypowiadać
brzydkie,brzydki
słowa,słowo
złe,zły
zdania,zdanie
obmawiają,obmawiać
innych,inny
rodzicach,rodzic
nauczycielach,nauczyciel
ludziach,człowiek
którym,który
winni,winien
śmy,być
tych,ten
niedobrych,niedobry
oczu,oko
rąk,ręka
języków,język
może,móc
nas,my
zamknięte,zamknięty
Biada,biadać
temu,to
kogo,kto
przychodzi,przychodzić
Musimy,musieć
sumienia,sumienie
słowa,słowo
spowodowały,spowodować
kogoś,ktoś
utraty,utrata
wiary,wiara
szczęścia,szczęście
Płynie,płynąć
nasze,nasz
wioski,wioska
miasta,miasto
cała,cały
grzechów,grzech
bluźnierstw,bluźnierstwo
nienawiści,nienawiść
rabunków,rabunek
rozpusty,rozpusta
wiarołomstwa,wiarołomstwo
aborcji,aborcja
jakim,jaki
stopniu,stopień
jesteśmy,być
współodpowiedzialni,współodpowiedzialny
te,ten
grzechy,grzech
żartuje,żartować
grożąc,grozić
gorszycielom,gorszyciel
karami,karo
większym,duży
grzechem,grzech
jest,być
doprowadzenie,doprowadzić
grzechu,grzech
jednego,jeden
człowieka,człowiek
zburzenie,zburzeć
tego,ten
kościoła,kościół
umarł,umrzeć
krzyżu,krzyż
kamienne,kamienny
kościoły,kościół
żywe,żywy
którymi,który
jesteśmy,być
Błogosławieni,błogosławiony
jesteśmy,być
możemy,móc
mam,mieć
sumieniu,sumienie
niczyjej,niczyj
duszy,dusza
dowodził,dowodzić
przyrządzana,przyrządzać
bazie,baza
miodu,miód
była,być
pokarmem,pokarm
bogów,bóg
herosów,heros
Tych,ten
pierwszych,pierwszy
czyniła,czynić
odpornymi,odporny
zranienia,zranienie
drugim,drugi
zapewniała,zapewniać
wieczną,wieczny
stwierdzenia,stwierdzenie
Ajschylosa,Ajschylos
człowieka,człowiek
umarł,umrzeć
ma,mieć
powrotu,powrót
życia,życie
Grecy,Grek
snuli,snuć
marzenia,marzenie
nieśmiertelności,nieśmiertelność
zostawił,zostawić
wierzącym,wierzyć
Niego,on
ambrozji,ambrozja
której,który
zapewnia,zapewniać
Zostawił,zostawić
jest,być
moje,mój
was,wy
wydane,wydać
was,wy
przelana,przelać
mówił,mówić
zachęcał,zachęcać
to,ten
punktu,punkt
widzenia,widzenie
judaizmu,judaizm
wydawało,wydawać
niemożliwe,niemożliwy
zaakceptowanie,zaakceptować
spożywania,spożywać
ludzkiego,ludzki
mięsa,mięso
krwią,krew
Prawa,prawo
zapisany,zapisać
Pięcioksięgu,pięcioksiąg
głosił,głosić
wam,wy
mięsa,mięso
krwią,krew
życia,życie
zachęca,zachęcać
uczestnictwa,uczestnictwo
Eucharystii,eucharystia
POWIADAM,powiadać
WAM,wy
BĘDZIECIE,być
SPOŻYWALI,spożywać
CIAŁA,ciało
SYNA,syn
CZŁOWIECZEGO,człowieczy
BĘDZIECIE,być
PILI,pić
KRWI,krew
JEGO,on
BĘDZIECIE,być
MIELI,mieć
ŻYCIA,życie
SOBIE,siebie
por,porucznik
sprzeciwił,sprzeciwić
jednemu,jeden
przykazań,przykazanie
zapisanych,zapisać
Torze,tor
wielu,wiele
jego,on
słuchaczy,słuchacz
odeszło,odejść
Niego,on
Potraktowali,potraktować
zachętę,zachęta
picia,pić
krwi,krew
człowieka,człowiek
dostrzegali,dostrzegać
Chrystusie,Chrystus
Syna,syn
Bożego,boży
Dzisiejsze,dzisiejszy
pierwsze,pierwszy
czytania,czytanie
przypominają,przypominać
mądrości,mądrość
ta,ten
związana,związać
jest,być
pewnymi,pewien
ziemskimi,ziemski
obowiązkami,obowiązek
ze,z
zrozumieniem,zrozumienie
przestrzeganiem,przestrzegać
pewnych,pewien
zasad,zasada
obowiązujących,obowiązujący
świecie,Świat
dzisiejsza,dzisiejszy
pozoru,pozór
zmieniając,zmieniać
chce,chcieć
nam,my
jaka,jaki
jest,być
prawdziwa,prawdziwy
głęboka,głęboki
Okazuje,okazować
polega,polegać
ona,on
bystrym,bystry
praktycznym,praktyczny
pojmowaniu,pojmować
spraw,sprawa
tego,ten
świata,świat
przede,przed
wszystkim,wszystko
pojmowaniu,pojmować
spraw,sprawa
boskich,boski
tych,ten
które,który
są,być
tego,ten
świata,świat
Jedną,jeden
nich,on
jest,być
Rozmówcy,rozmówca
Jezusa,Jezus
dzisiejszej,dzisiejszy
Ewangelii,Ewangelia
oczytani,oczytany
inteligentni,inteligentny
zrozumieli,zrozumieć
czym,co
nich,on
mówi,mówić
ich,on
rozbija,rozbijać
tajemnicę,tajemnica
Eucharystii,eucharystia
Pamiętajmy,pamiętać
pierwsi,pierwszy
słuchacze,słuchacz
mogli,móc
świadomi,świadomy
Jezusowe,jezusowy
słowa,słowo
są,być
zapowiedzią,zapowiedź
Eucharystii,eucharystia
którą,który
sprawujemy,sprawować
pamiątkę,pamiątka
Jego,on
męki,męka
śmierci,śmierć
zmartwychwstania,Zmartwychwstanie
Apostołowie,apostoł
zrozumieli,zrozumieć
czasie,czas
Ostatniej,ostatni
Wieczerzy,wieczerza
wypełnił,wypełnić
swoją,swój
obietnicę,obietnica
tego,ten
czasu,czas
sprawuje,sprawować
Eucharystię,eucharystia
wieki,wiek
tej,ten
godziny,godzina
której,który
nas,my
zgromadził,zgromadzić
daje,dawać
nam,my
życia,życie
spożywa,spożywać
ma,mieć
wieczne,wieczny
godnego,godny
ludzkiego,ludzki
życia,życie
wystarczy,wystarczyć
wystarczy,wystarczyć
zaspokaja,zaspokajać
głodu,głód
biologicznego,biologiczny
odczuwa,odczuwać
wartości,wartość
duchowych,duchowy
zaspokojenia,zaspokoić
tego,ten
głodu,głód
potrzebujemy,potrzebować
innego,inny
chleba,chleb
eucharystycznego,eucharystyczny
dzisiejszej,dzisiejszy
Ewangelii,Ewangelia
mówi,mówić
Jam,jama
jest,być
życia,życie
zstąpił,zstąpić
nieba,niebo
spożywa,spożywać
będzie,być
łaknął,łaknąć
będzie,być
żył,żyć
wieki,wiek
Eucharystii,eucharystia
Życia,życie
staje,stawać
nas,my
pełnym,pełny
tego,ten
słowa,słowo
znaczeniu,znaczenie
daje,dawać
nam,my
znaku,znak
chleba,chleb
śmy,być
pojęli,pojąć
nas,my
kocha,kochać
Reasumując,reasumować
nas,my
zada,zadać
sobie,siebie
pogłębiasz,pogłębiać
swoją,swój
wiarę,wiara
Eucharystii,eucharystia
był,być
owocnym,owocny
spotkaniem,spotkanie
Jezusem,Jezus
chce,chcieć
ciebie,ty
Chlebem,chleb
życia,życie
czerpiesz,czerpać
Eucharystii,eucharystia
siły,siła
wypełniania,wypełniać
swoich,swój
zadań,zadanie
obowiązków,obowiązek
okazywania,okazywać
życzliwości,życzliwość
miłości,miłość
osób,osoba
które,który
jest,być
ci,ty
Spróbuj,spróbować
sobie,siebie
takie,taki
momenty,moment
swoim,swój
życiu,życie
przeżywając,przeżywać
Mszę,msza
świętą,święty
doświadczył,doświadczyć
eś,być
autentycznego,autentyczny
spotkania,spotkanie
miłością,miłość
Jezusa,Jezus
przypomnisz,przypomnieć
sobie,siebie
sytuację,sytuacja
czuł,czuć
eś,być
jakichś,jakiś
problemów,problem
załamany,załamać
słowie,słowo
Ewangelii,Ewangelia
Eucharystii,eucharystia
spożywanej,spożywać
adorowanej,adorować
otrzymał,otrzymać
eś,być
nową,nowy
nadzieję,Nadzieja
takich,taki
momentach,moment
łaski,łaska
pomoże,pomóc
ci,ty
Jezusa,Jezus
eucharystycznego,eucharystyczny
siły,siła
miłości,miłość
nadziei,Nadzieja
twojej,twój
obecnej,obecny
rzeczywistości,rzeczywistość
Wpatrując,wpatrywać
Pana,Pan
jest,być
Chlebem,chleb
życia,życie
wiecznego,wieczny
przylgnij,przylgnąć
Niego,on
odnowioną,odnowić
wiarą,wiara
miłością,miłość
Publiczne,publiczny
przyznanie,przyznać
dziewictwa,dziewictwo
brzmi,brzmieć
rozerotyzowanym,rozerotyzowany
świecie,Świat
jest,być
reliktem,relikt
przeszłości,przeszłość
sprzyja,sprzyjać
zachowaniu,zachować
dziewictwa,dziewictwo
wartości,wartość
próbuje,próbować
deprecjonowana,deprecjonować
jest,być
dziewictwa,dziewictwo
Promuje,promować
życia,życie
którym,który
uprawianie,uprawiać
seksu,seks
staje,stawać
pełnią,pełnić
życia,życie
mówi,mówić
Przekroczone,przekroczyć
zostało,zostać
pewne,pewien
obecna,obecny
jest,być
poziomie,poziom
reklamy,reklama
Sprzedawanie,sprzedawać
jest,być
traktowane,traktować
nietaktownego,nietaktowny
niemoralnego,niemoralny
Półtawska,półtawski
lat,rok
wykłada,wykładać
młodym,młody
Karola,Karol
Wojtyły,Wojtyła
podsumowuje,podsumowywać
Najtrudniejsze,trudny
świadomej,świadomy
refleksji,refleksja
Kim,kto
jestem,być
mówię,mówić
młodym,młody
ludziom,człowiek
dziewictwie,dziewictwo
powiem,powiedzieć
koncepcji,koncepcja
człowieka,człowiek
kim,kto
jest,być
koncepcji,koncepcja
kobiecości,kobiecość
męskości,męskość
mówił,mówić
wszystkie,wszystek
problemy,problem
świata,świat
rozwiązuje,rozwiązywać
odnalezienie,odnaleźć
odpowiedzi,odpowiedź
kim,kto
jesteś,być
jesteś,być
dziełem,dzieło
Stwórcy,stwórca
Dzieckiem,dziecko
Boga,bóg
Kolejną,kolejny
lekcją,lekcja
której,który
uczy,uczyć
nas,my
św,świadek
aleksandryjska,aleksandryjski
jest,być
męczeństwie,męczeństwo
które,który
jest,być
najwyższą,wysoki
próbą,próba
człowieczeństwa,człowieczeństwo
obliczu,oblicze
Boga,bóg
początku,początek
historii,historia
Kościoła,kościół
pozostaje,pozostawać
wzorem,wzór
męstwa,męstwo
świętości,świętość
naśladowanie,naśladować
Chrystusa,Chrystus
osiąga,osiągać
najdoskonalszy,doskonały
męczeństwie,męczeństwo
ojca,ojciec
Rafała,Rafał
Skibińskiego,Skibiński
stopiony,stopić
otoczeniem,otoczenie
dryfujący,dryfować
cała,cały
Jest,być
martwym,martwy
kruchym,kruchy
elementem,element
którym,który
razie,raz
czego,co
ma,mieć
zamiaru,zamiar
jakiejkolwiek,jakikolwiek
ofiary,ofiara
kapitulacji,kapitulacja
rezygnacji,rezygnacja
Św,świadek
uczy,uczyć
nas,my
gotowości,gotowość
tego,to
każdej,każdy
sytuacji,sytuacja
bacząc,baczyć
konsekwencje,konsekwencja
obronie,obrona
prawdy,prawda
bliźniego,bliźni
innego,inny
spełnianie,spełniać
woli,wola
Bożej,boży
takich,taki
okolicznościach,okoliczność
życia,życie
jakie,jaki
uznał,uznać
nas,my
najlepsze,dobry
jakie,jaki
postawił,postawić
nam,my
tym,ten
świecie,Świat
najlepsze,dobry
wypełnianie,wypełniać
obowiązków,obowiązek
miłości,miłość
Stwórcy,stwórca
gotowe,gotowy
ofiarę,ofiara
własnego,własny
innych,inny
Przykładem,przykład
takiej,taki
świętości,świętość
była,być
nas,my
św,świadek
aleksandryjska,aleksandryjski
Boże,boży
zaprasza,zapraszać
nas,my
jednego,jeden
miast,miasto
leżącego,leżeć
Jordanem,Jordan
We,w
współczesnym,współczesny
Izraelu,Izrael
panuje,panować
jest,być
najstarszym,stary
miastem,miasto
świata,świat
Orientalne,orientalny
miasta,miasto
były,być
budowane,budować
pewnych,pewien
wymogów,wymóg
Jednym,jeden
nich,on
były,być
mury,mur
miejskie,miejski
bramach,Bramah
takiego,taki
miasta,miasto
toczyło,toczyć
jego,on
całe,cały
zebrania,zebranie
wyroki,wyrok
sądowe,sądowy
czytano,czytać
obwieszczenia,obwieszczenie
Ulice,ulica
były,być
kręte,kręty
wąskie,wąski
Wyruszmy,wyruszyć
kręte,kręty
ulice,ulica
starożytnego,starożytny
Jerycha,Jerycho
ślepca,ślepiec
dzisiejszej,dzisiejszy
niedzieli,niedziela
stajemy,stawać
świadkami,świadek
cudu,cud
było,być
świadkiem,świadek
cudownego,cudowny
przywrócenia,przywrócić
wzroku,wzrok
Cudom,cud
Jezusa,Jezus
towarzyszy,towarzyszyć
zbawcze,zbawczy
dokonuje,dokonywać
cudów,cud
nich,on
samych,sam
maja,maj
one,on
celu,cel
potwierdzenie,potwierdzić
prawdziwości,prawdziwość
jego,on
nauczania,nauczanie
prawdziwości,prawdziwość
głoszonego,głosić
słowa,słowo
Cuda,cudo
Jezusa,Jezus
realizują,realizować
Boże,boży
zapowiadane,zapowiadać
tym,ten
zbawczym,zbawczy
słowie,słowo
zbawczym,zbawczy
orędziu,orędzie
wchodzi,wchodzić
Jerycha,Jerycho
napotyka,napotykać
ślepca,ślepiec
syna,syn
był,być
żebrakiem,żebrak
dowiedział,dowiedzieć
przechodzi,przechodzić
zawołał,zawołać
Jezusie,Jezus
Synu,syn
Dawida,Dawid
ulituj,ulitować
nade,nad
mną,ja
Wielu,wiele
żydom,Żyd
kojarzył,kojarzyć
tytułem,tytuł
politycznym,polityczny
był,być
Królem,Król
mógł,móc
mesjasza,mesjasz
którym,który
wiązano,wiązać
polityczne,polityczny
nadzieje,Nadzieja
Jezusie,Jezus
Synu,syn
Dawida,Dawid
ulituj,ulitować
nade,nad
mną,ja
wyraża,wyrażać
najgłębsze,głęboki
może,móc
mu,on
pomocą,pomoc
Jest,być
nadziei,Nadzieja
rozpaczy,rozpacz
Rozpaczy,rozpacz
powodu,powód
obecnej,obecny
sytuacji,sytuacja
nadziei,Nadzieja
zmianę,zmiana
tej,ten
sytuacji,sytuacja
Świadkom,świadek
całego,cały
zdarzenia,zdarzenie
mogło,móc
miej,mieć
jest,być
prośbą,prośba
jałmużnę,jałmużna
końcu,koniec
był,być
żebrakiem,żebrak
Jezusa,Jezus
chcesz,chcieć
ci,ty
uczynił,uczynić
rozwiewa,rozwiewać
te,ten
wątpliwości,wątpliwość
chodzi,chodzić
potrzebę,potrzeba
większą,duży
chodzi,chodzić
zwykłą,zwykły
jałmużnę,jałmużna
przemianę,przemiana
całego,cały
dotychczasowego,dotychczasowy
sposobu,sposób
życia,życie
daje,dawać
jasną,jasny
tzn,to znaczy
Mistrzu,mistrz
przejrzał,przejrzeć
Cuda,cud
Jezusa,Jezus
mają,maić
tyko,tyka
tym,ten
wypadku,wypadek
chodziło,chodzić
przywrócenie,przywrócić
wzroku,wzrok
należy,należeć
uwagę,uwaga
uzdrowienia,uzdrowienie
dokonał,dokonać
uzdrowienia,uzdrowienie
mówi,mówić
przejrzał,przejrzeć
szedł,iść
nim,on
przypadku,przypadek
spełniły,spełnić
słowa,słowo
Jezusa,Jezus
mówi,mówić
idzie,iść
mną,ja
idzie,iść
ciemności,ciemność
będzie,być
miał,mieć
życia,życie
miał,mieć
żydów,Żyd
przynosi,przynosić
Przywraca,przywracać
mu,on
uzdrowieniu,uzdrowić
idzie,iść
Jezusem,Jezus
staje,stawać
Jego,on
uczniem,uczeń
króla,Król
francuskiego,francuski
Ludwika,Ludwik
miała,mieć
dobrą,dobry
pobożną,pobożny
służącą,służąca
Któregoś,któryś
dnia,dzień
była,być
zagniewana,zagniewany
niezadowolona,niezadowolony
wyładowała,wyładować
niewinnej,niewinny
służącej,służąca
karcąc,karcić
ją,on
Służąca,służyć
zwróciła,zwrócić
swej,swój
uwagę,uwaga
wyrządza,wyrządzać
jej,on
Obrażona,obrażony
zawołała,zawołać
wiesz,wiedzieć
jestem,być
córką,córka
króla,Król
odpowiedziała,odpowiedzieć
pokorą,pokora
jestem,być
czymś,coś
jestem,być
dzieckiem,dziecko
Pana,Pan
mówi,mówić
Apostołom,apostoł
czekającej,czekać
Go,on
męce,męka
oni,on
spierają,spierać
nich,on
jest,być
ważniejszy,ważny
czyni,czynić
człowieka,człowiek
istotę,istota
słabą,słaby
egocentryczną,egocentryczny
szukającą,szukać
wygody,wygoda
uciekającą,uciekać
trudu,trud
cierpienia,cierpienie
uczy,uczyć
prawdziwa,prawdziwy
człowieka,człowiek
polega,polegać
służbie,służba
oddaniu,oddać
Bogu,bóg
tę,ten
zstępującą,zstępować
góry,góra
modlitwie,modlitwa
które,który
ufa,ufać
Ojcu,ojciec
drugim,drugi
czytaniu,czytanie
słyszymy,słyszeć
słowa,słowo
św,świadek
Jakuba,Jakub
Apostoła,apostoł
Modlicie,modlić
otrzymujecie,otrzymywać
modlicie,modlić
starając,starać
zaspokojenie,zaspokoić
swych,swój
żądz,żądza
Obrazem,obraz
tego,to
jest,być
połowu,połów
morzu,morze
zaskoczył,zaskoczyć
rybaków,Rybak
Ci,ty
wystraszyli,wystraszyć
rzucili,rzucić
wiosła,wiosło
padli,paść
kolana,kolano
wyciągnąwszy,wyciągnąć
ręce,ręka
niebu,niebo
błagali,błagać
bardziej,bardzo
oddalała,oddalać
brzegu,brzeg
rzekł,rzec
Wyrzucili,wyrzucić
ście,być
wiosła,wiosło
Boga,bóg
brzegowi,brzeg
Jest,być
cenna,cenny
modlitwy,modlitwa
magii,magia
czarodziejskiej,czarodziejski
różdżki,różdżka
pomocą,pomoc
której,który
ma,mieć
nasze,nasz
zachcianki,zachcianka
życzenia,życzenie
jest,być
największym,duży
majątkiem,majątek
człowieka,człowiek
zauważyła,zauważyć
zapewnia,zapewniać
będzie,być
przeżytkiem,przeżytek
Jest,być
nawiązywania,nawiązywać
łączności,łączność
jest,być
naszą,nasz
własnością,własność
polega,polegać
uwadze,uwaga
notuje,notować
swoich,swój
pamiętnikach,pamiętnik
jest,być
zwróceniem,zwrócić
całej,cały
uwagi,uwaga
jakiej,jaki
jest,być
zdolna,zdolny
kierunku,kierunek
Boga,bóg
uwagi,uwaga
stanowi,stanowić
dużym,duży
stopniu,stopień
jakości,jakość
modlitwy,modlitwa
serca,serce
nadrobi,nadrobić
braku,brak
uwagi,uwaga
modlitwie,modlitwa
które,który
ufa,ufać
Ojcu,ojciec
mówmy,mówić
Panu,pan
Bogu,bóg
modlitwie,modlitwa
ma,mieć
pragnie,pragnąć
nam,my
go,on
prosimy,prosić
ważna,ważny
modlitwie,modlitwa
jest,być
dziecięcej,dziecięcy
ufności,ufność
Przykładem,przykład
tego,to
są,być
następujące,następujący
słowa,słowo
Prosił,prosić
em,być
Boga,bóg
dał,dać
mi,ja
siłę,siła
dał,dać
mi,ja
problemów,problem
nauczył,nauczyć
odmienicie,odmienić
staniecie,stanąć
dzieci,dziecko
wejdziecie,wejść
królestwa,królestwo
niebieskiego,niebieski
przewiduje,przewidywać
troszczy,troszczyć
troskliwa,troskliwy
nie,on
spełnia,spełniać
podobną,podobny
prostotą,prostota
oddajmy,oddać
staraniom,staranie
Zbawiciela,Zbawiciel
nam,my
wystarczy,wystarczyć
Go,on
kochamy,kochać
Go,on
słuchamy,słuchać
Podajmy,podać
Mu,on
rękę,ręka
idźmy,iść
będzie,być
śliska,śliski
ciernista,ciernisty
weźmie,wziąć
nas,my
ręce,ręka
Bądźmy,być
mali,mały
pokorę,pokora
prostotę,prostota
Zbawicielowi,Zbawiciel
nosi,nosić
które,który
dzieckiem,dziecko
przestaje,przestawać
Taka,taki
uczy,uczyć
nas,my
pokory,pokora
jest,być
cnotą,cnota
która,który
nam,my
ułatwia,ułatwiać
innymi,inny
ludźmi,człowiek
Ułatwia,ułatwiać
nam,my
nawiązywanie,nawiązywać
kontaktów,kontakt
ludźmi,człowiek
stojącymi,stać
wyżej,wysoce
nas,my
wynosi,wynosić
nas,my
równych,równy
nam,my
pozwala,pozwalać
nam,my
tych,ten
którymi,który
górujemy,górować
wiekiem,wiek
doświadczeniem,doświadczenie
piastowaną,piastować
władzą,władza
JEST,być
PÓJŚCIEM,pójście
CHRYSTUSEM,Chrystus
JEST,być
PRAKTYKOWANIEM,praktykować
POSŁUSZEŃSTWA,posłuszeństwo
GŁÓWNĄ,główny
CECHĄ,cecha
POKORY,pokora
JEST,być
WARUNKÓW,warunki
ZIEMSKIEGO,ziemski
ŻYCIA,życie
poddaje,poddawać
zamętowi,zamęt
zachowując,zachowywać
Trwa,trwać
znosi,znosić
męcząc,męczyć
cofając,cofać
Oczekuje,oczekiwać
ratunku,ratunek
pomocy,pomoc
Boga,bóg
idzie,iść
drogą,drogi
miłości,miłość
która,który
niego,on
początku,początek
jest,być
siłą,siła
napędową,napędowy
Ks,ksiądz
opisał,opisać
Więzi,więź
następujące,następujący
klasztoru,klasztor
Sióstr,siostra
Franciszkanek,franciszkanka
Piwnej,piwny
Warszawie,Warszawa
zadzwonił,zadzwonić
poprosił,poprosić
wpuszczenie,wpuścić
kaplicy,kaplica
chce,chcieć
kolacji,kolacja
zeszła,zejść
kaplicy,kaplica
zobaczyła,zobaczyć
owego,ow
księdza,ksiądz
leżącego,leżeć
krzyżem,krzyż
